"filename", "language", "Haxe", "C++", "XML", "JSON", "Ini", "comment", "blank", "total"
"d:\hyper-engine-2025\source\effects\NoteSplash.hx", "Haxe", 35, 0, 0, 0, 0, 2, 11, 48
"d:\hyper-engine-2025\source\effects\shaders\IDK.hx", "Haxe", 154, 0, 0, 0, 0, 28, 36, 218
"d:\hyper-engine-2025\source\effects\shaders\Pixelate.hx", "Haxe", 70, 0, 0, 0, 0, 3, 12, 85
"d:\hyper-engine-2025\source\effects\shaders\RGBPalette.hx", "Haxe", 129, 0, 0, 0, 0, 2, 28, 159
"d:\hyper-engine-2025\source\effects\shaders\WiggleEffect.hx", "Haxe", 93, 0, 0, 0, 0, 11, 20, 124
"d:\hyper-engine-2025\source\external\gamemode_client.h", "C++", 0, 209, 0, 0, 0, 125, 42, 376
"d:\hyper-engine-2025\source\flixel\system\FlxSplash.hx", "Haxe", 172, 0, 0, 0, 0, 5, 34, 211
"d:\hyper-engine-2025\source\loading\Init.hx", "Haxe", 32, 0, 0, 0, 0, 0, 6, 38
"d:\hyper-engine-2025\source\loading\LoadingCircle.hx", "Haxe", 17, 0, 0, 0, 0, 0, 9, 26
"d:\hyper-engine-2025\source\loading\LoadingScreen.hx", "Haxe", 33, 0, 0, 0, 0, 0, 9, 42
"d:\hyper-engine-2025\source\macros\LibraryInfoMacro.hx", "Haxe", 30, 0, 0, 0, 0, 0, 5, 35
"d:\hyper-engine-2025\source\ofl\fps\FPS_Mem.hx", "Haxe", 36, 0, 0, 0, 0, 0, 16, 52
"d:\hyper-engine-2025\source\stages\School.hx", "Haxe", 115, 0, 0, 0, 0, 2, 26, 143
"d:\hyper-engine-2025\source\stages\StageWeek1.hx", "Haxe", 28, 0, 0, 0, 0, 0, 4, 32
"d:\hyper-engine-2025\source\util\MapFuncs.hx", "Haxe", 2, 0, 0, 0, 0, 0, 2, 4
"Total", "-", 7244, 209, 3269, 422731, 14, 788, 1883, 436138
